2000 3400
49:0.010397 57:0.010581 65:0.010571 71:0.011489 176:0.011899 190:0.016758 191:0.022290 242:0.011516 246:0.013483 269:0.010909 290:0.042746 291:0.020820 414:0.014490 530:0.013109 543:0.023804 544:0.014978 545:0.070480 551:0.010727 665:0.010477 704:0.047143 708:0.024893 745:0.010540 756:0.015625 769:0.040535 778:0.013714 780:0.026209 787:0.012093 848:0.012503 883:0.019537 969:0.013596 970:0.014511 995:0.011471 997:0.010849 1000:0.012676 1001:0.012927 1006:0.031528 1011:0.114790 1023:0.013932 1057:0.017790 1074:0.014322 1109:0.011172 1130:0.014755 1194:0.017035 1417:0.018839 1421:0.010420 1422:0.011163 1477:0.021431 1521:0.044328 1528:0.012283 1537:0.010531 1616:0.010607 1658:0.011530 1746:0.012365 1773:0.012144 1781:0.067174 1784:0.012158 1845:0.032450 1905:0.030873 1943:0.027518 1966:0.011803 2071:0.117092 2073:0.054095 2075:0.025642 2084:0.011701 2151:0.014450 2161:0.013803 2171:0.011427 2281:0.012661 2308:0.012108 2330:0.011673 2331:0.018067 2337:0.034188 2370:0.010456 2394:0.012307 2395:0.012400 2419:0.018031 2420:0.015511 2571:0.010659 2573:0.329756 2575:0.011203 2584:0.011772 2618:0.013650 2637:0.020656 2685:0.354859 2688:0.011078 2716:0.017602 2753:0.011596 2761:0.010539 2911:0.218053 2915:0.012667 2970:0.035869 3035:0.011365 3065:0.021701 3099:0.015478 3128:0.025539 3136:0.032492 3151:0.011601 3217:0.010994 3321:0.237747 3327:0.934423
57:0.018416 97:0.021248 126:0.015629 143:0.017055 218:0.033695 228:0.019738 245:0.020762 268:0.018793 290:0.017121 335:0.016848 379:0.014318 444:0.014826 446:0.015071 448:0.022040 468:0.043614 478:0.021211 505:0.017186 537:0.105341 631:0.022141 781:0.021559 1017:0.016784 1025:0.033531 1044:0.047542 1045:0.034738 1049:0.023755 1065:0.016415 1106:0.024192 1152:0.016369 1268:0.143163 1307:0.016391 1344:0.100516 1356:0.139378 1365:0.055503 1377:0.023817 1379:0.015388 1486:0.017220 1572:0.019650 1594:0.701548 1597:0.035914 1600:0.033195 1703:0.016114 1757:0.019151 1781:0.033983 1798:0.044731 1799:0.026159 1800:0.014446 1949:0.039304 1950:0.016219 1951:0.018229 1998:0.019359 2033:0.016590 2046:0.015223 2095:0.022496 2096:0.018013 2098:0.135405 2101:0.015651 2113:0.016399 2168:0.024848 2265:0.028698 2266:0.031543 2311:0.017216 2370:0.019719 2376:0.021604 2383:0.021335 2437:0.018126 2463:0.043751 2469:0.014841 2543:0.016769 2557:0.023429 2590:0.015391 2611:0.016431 2641:0.022522 2685:0.102327 2710:0.081563 2716:0.020696 2757:0.041547 2783:0.022019 2785:0.024565 2788:0.082059 2835:0.018333 2883:0.015389 2887:0.031428 2889:0.017584 2939:0.016233 2951:0.014605 2970:0.054431 2988:0.021963 3011:0.016552 3016:0.031327 3031:0.016295 3123:0.015901 3160:0.027415 3169:0.014543 3219:0.016541 3272:0.014461 3311:0.024680 3321:0.236979 3327:0.767257 3363:0.036400 3365:0.026288
6:0.017600 49:0.017384 58:0.017626 110:0.018042 116:0.016868 135:0.049561 164:0.027316 165:0.017075 211:0.139975 212:0.025410 220:0.016930 228:0.016713 241:0.027399 269:0.018458 304:0.027203 369:0.026794 459:0.016632 542:0.039366 569:0.025653 666:0.051425 674:0.018931 792:0.017210 800:0.023036 842:0.041089 843:0.041255 896:0.392049 905:0.018479 956:0.023709 977:0.023718 979:0.018100 981:0.054847 1141:0.097084 1145:0.030705 1163:0.028105 1205:0.020334 1215:0.018687 1242:0.022550 1243:0.033768 1248:0.016662 1270:0.016798 1419:0.020758 1495:0.018492 1496:0.136546 1513:0.020463 1516:0.029039 1535:0.105119 1536:0.018776 1627:0.203324 1629:0.024545 1667:0.017113 1742:0.035669 1786:0.029320 1859:0.019507 1898:0.017928 1912:0.024021 1913:0.023919 1937:0.019692 1939:0.017522 1986:0.020114 2126:0.017325 2307:0.016724 2325:0.036594 2384:0.022082 2417:0.104839 2476:0.020045 2477:0.020637 2503:0.035345 2505:0.024538 2506:0.022729 2507:0.240016 2510:0.016919 2518:0.033713 2531:0.020860 2630:0.021583 2631:0.025553 2649:0.021076 2685:0.057687 2710:0.038262 2733:0.018503 2785:0.016731 2788:0.018035 2898:0.027781 2908:0.024397 2909:0.020855 2929:0.023858 2967:0.033984 2968:0.028588 3168:0.063617 3211:0.018122 3212:0.020126 3222:0.017136 3224:0.103092 3225:0.213669 3280:0.020128 3293:0.022698 3321:0.356741 3327:0.944780 3333:0.021106 3367:0.017082 3370:0.016653
24:0.045836 65:0.050357 189:0.057514 190:0.559012 191:0.316302 244:0.018296 290:0.030877 291:0.026812 326:0.026721 329:0.026701 408:0.036014 432:0.032465 543:0.027333 544:0.026138 545:0.019684 659:0.039617 677:0.029196 681:0.017965 696:0.021949 697:0.029770 704:0.041250 708:0.020130 756:0.034714 757:0.027959 766:0.074274 769:0.107400 772:0.019233 773:0.037836 777:0.029067 778:0.052424 780:0.191925 788:0.018767 868:0.106261 879:0.587829 880:0.686279 883:0.106526 929:0.037277 931:0.046980 934:0.024053 937:0.035805 939:0.117158 940:0.124477 995:0.019160 1000:0.018431 1006:0.037531 1011:0.035467 1023:0.034218 1055:0.104782 1130:0.026070 1176:0.025186 1193:0.314427 1327:0.027462 1438:0.030912 1543:0.022272 1574:0.018521 1577:0.022816 1578:0.018450 1586:0.894917 1587:0.201069 1660:0.018129 1801:0.020137 1875:0.018935 1899:0.017438 2010:0.020372 2011:0.029707 2012:0.029267 2154:0.019225 2260:0.031824 2261:0.021201 2329:0.018711 2330:0.017716 2331:0.025716 2372:0.174684 2394:0.029023 2395:0.023891 2402:0.054394 2549:0.038778 2571:0.033031 2573:0.567707 2618:0.019470 2621:0.019163 2685:0.479172 2751:0.034615 2753:0.017561 2818:0.463236 2911:0.113827 2941:0.019813 2985:0.018136 3032:0.024297 3039:0.024952 3106:0.019064 3107:0.025400 3108:0.018300 3136:0.057625 3144:0.017495 3170:0.305260 3171:0.151041 3193:0.021635 3321:0.464927 3327:0.853522
49:0.010100 65:0.009999 97:0.011035 119:0.010656 126:0.010367 143:0.010985 228:0.012271 245:0.010810 291:0.026741 335:0.009635 444:0.019821 446:0.010852 448:0.010708 468:0.014697 477:0.015650 478:0.009987 505:0.016595 601:0.013427 631:0.010673 665:0.009675 745:0.012972 781:0.011818 782:0.010413 847:0.010123 896:0.012823 919:0.010105 970:0.011478 1017:0.009950 1023:0.009793 1025:0.009809 1044:0.011357 1045:0.010322 1049:0.012093 1065:0.011290 1106:0.011360 1130:0.011937 1268:0.133059 1356:0.117523 1377:0.015817 1379:0.015195 1381:0.012521 1486:0.017492 1572:0.011397 1594:0.377089 1595:0.009887 1596:0.010347 1597:0.013789 1627:0.033135 1703:0.010072 1742:0.011888 1746:0.010944 1757:0.010516 1773:0.014429 1781:0.063221 1949:0.011376 1998:0.013073 2089:0.012550 2095:0.015284 2096:0.010394 2098:0.030714 2105:0.012504 2113:0.010837 2151:0.014177 2153:0.010448 2247:0.011670 2265:0.014780 2266:0.017057 2281:0.013486 2311:0.010605 2370:0.015348 2376:0.060553 2383:0.010701 2437:0.011414 2463:0.010389 2600:0.010680 2685:0.065705 2710:0.036077 2716:0.016024 2757:0.050941 2779:0.010367 2783:0.012303 2788:0.055571 2835:0.011980 2849:0.011548 2883:0.012077 2887:0.014458 2889:0.009691 2951:0.038035 3031:0.011693 3099:0.017130 3128:0.011101 3151:0.009874 3160:0.013711 3169:0.009870 3311:0.014970 3312:0.017512 3321:0.362948 3327:0.621001 3365:0.012460 3369:0.011989
65:0.026045 71:0.026851 87:0.030660 93:0.029568 97:0.026189 134:0.022528 176:0.146092 190:0.021538 246:0.029224 259:0.022235 290:0.062298 295:0.030980 386:0.052309 543:0.056399 544:0.037071 545:0.035830 587:0.040051 704:0.176913 708:0.257768 745:0.026992 756:0.088955 757:0.024663 766:0.023306 769:0.167211 773:0.051927 777:0.048739 778:0.117871 780:0.065757 785:0.030044 787:0.039916 883:0.172150 936:0.033320 970:0.025651 1006:0.037543 1011:0.180562 1023:0.040830 1034:0.030971 1074:0.048856 1109:0.136499 1116:0.021662 1130:0.025535 1194:0.056903 1263:0.025023 1285:0.052295 1439:0.086136 1452:0.039920 1492:0.026161 1542:0.040007 1627:0.023476 1682:0.023980 1807:0.021344 1827:0.027142 1844:0.024929 1845:0.066962 1846:0.039628 1903:0.048903 1905:0.999865 1906:0.991747 1958:0.254291 1966:0.054242 2084:0.027960 2161:0.043630 2171:0.037864 2279:0.029714 2308:0.028927 2329:0.027141 2330:0.023644 2331:0.028316 2388:0.030640 2394:0.026587 2395:0.025558 2406:0.021325 2420:0.053681 2451:0.024889 2546:0.025723 2568:0.033072 2569:0.027416 2571:0.035053 2573:1.000000 2574:0.054210 2575:0.068046 2618:0.046162 2685:0.190196 2710:0.048403 2753:0.043242 2755:0.022565 2804:0.023414 2831:0.051606 2911:0.072182 2915:0.057530 2973:0.033286 3032:0.024765 3090:0.021883 3128:0.022256 3165:0.055213 3190:0.024925 3321:0.445881 3327:0.996370 3329:0.022366 3360:0.031868
49:0.015467 65:0.014757 145:0.037933 190:0.020020 246:0.026139 268:0.027836 269:0.032730 290:0.017255 293:0.018020 414:0.020043 544:0.039452 545:0.018086 621:0.020926 704:0.678926 707:0.182704 708:0.038550 756:0.029552 778:0.019480 812:0.038351 826:0.016052 936:0.017206 995:0.015512 997:0.017543 1006:0.026949 1009:0.017792 1011:0.060889 1074:0.043365 1109:0.020218 1130:0.020328 1263:0.022743 1406:0.015415 1411:0.016399 1492:0.030995 1494:0.120031 1496:0.017514 1511:0.106720 1538:0.017175 1627:0.052728 1725:0.018705 1746:0.020657 1781:0.017245 1786:0.020027 1810:0.015032 1827:0.015991 1837:0.022094 1844:0.017664 1845:0.106361 1905:0.066653 1906:0.026454 1967:0.016785 2026:0.031314 2040:0.032082 2041:0.020112 2042:0.030093 2066:0.021928 2084:0.026656 2110:0.016991 2151:0.036033 2153:0.015263 2158:0.018165 2171:0.025241 2218:0.016281 2261:0.022773 2308:0.024785 2329:0.017640 2331:0.020866 2370:0.016500 2394:0.017018 2395:0.020757 2407:0.016206 2449:0.015545 2451:0.017348 2571:0.021106 2573:0.104956 2574:0.014755 2575:0.016175 2618:0.016477 2685:0.432545 2688:0.075972 2716:0.030130 2753:0.017210 2911:0.015010 2914:0.017502 2915:0.022146 2941:0.016672 2959:0.032892 2960:0.040554 2973:0.018568 2995:0.014842 3032:0.020038 3065:0.024716 3070:0.015290 3078:0.023899 3090:0.018529 3114:0.015893 3128:0.016188 3165:0.026122 3321:0.300373 3327:0.762421 3390:0.023240
49:0.022067 50:0.046841 58:0.013465 89:0.014696 135:0.047223 158:0.022670 159:0.012601 213:0.013255 238:0.012545 269:0.021832 290:0.042847 317:0.021615 385:0.023327 463:0.037624 465:0.029886 466:0.037144 491:0.012528 655:0.012394 665:0.013122 718:0.058133 745:0.037377 746:0.034767 748:0.019427 749:0.075840 782:0.019127 784:0.015331 800:0.023944 804:0.017186 836:0.012286 877:0.020933 896:0.031052 969:0.194507 970:0.024350 977:0.049863 978:0.020796 979:0.015718 1163:0.013807 1164:0.016518 1194:0.036533 1242:0.015798 1342:0.012153 1419:0.015268 1437:0.020822 1518:0.019685 1535:0.093975 1616:0.012664 1697:0.012715 1698:0.015322 1742:0.020774 1773:0.017921 1787:0.127313 1859:0.015858 1882:0.016032 1884:0.013798 1912:0.029338 1937:0.020313 1941:0.014443 1949:0.014849 1963:0.015452 2047:0.012882 2060:0.012614 2090:0.031411 2152:0.013879 2181:0.013509 2327:0.019198 2355:0.013543 2447:0.174331 2505:0.014365 2506:0.019264 2507:0.503972 2508:0.038453 2549:0.012880 2587:0.012803 2609:0.019478 2630:0.012389 2649:0.020017 2654:0.065078 2710:0.043976 2814:0.015929 2898:0.041336 2901:0.012146 2902:0.015702 2904:0.014502 2907:0.021999 2909:0.038544 3065:0.134354 3073:0.013864 3079:0.012939 3099:0.017117 3123:0.013383 3151:0.012759 3172:0.018775 3215:0.013765 3224:0.013872 3225:0.020816 3280:0.012926 3297:0.017343 3298:0.235108 3321:0.186002 3327:0.990168
15:0.017940 30:0.055206 58:0.020518 67:0.030159 92:0.017433 111:0.021218 284:0.059148 469:0.018660 551:0.017935 559:0.057105 567:0.018780 604:0.017063 640:0.018258 654:0.018238 660:0.019726 727:0.033855 728:0.020377 729:0.027084 779:0.024554 826:0.030330 909:0.053893 994:0.121059 1003:0.052359 1062:0.024741 1096:0.018652 1117:0.024831 1174:0.017527 1194:0.028547 1202:0.032180 1224:0.020142 1283:0.019131 1284:0.019236 1355:0.021457 1365:0.074153 1367:0.046293 1375:0.017228 1387:0.018213 1398:0.033319 1399:0.052029 1400:0.020834 1424:0.019250 1437:0.018637 1544:0.016534 1545:0.017031 1547:0.108445 1711:0.047548 1713:0.036514 1714:0.048833 1746:0.041133 1758:0.032427 1781:0.116415 1908:0.040424 1931:0.034773 1932:0.034412 1953:0.072524 1954:0.023231 2087:0.017199 2152:0.016564 2180:0.026696 2326:0.017171 2345:0.060897 2346:0.152215 2398:0.020825 2453:0.079872 2456:0.341294 2457:0.033522 2462:0.279215 2545:0.026713 2548:0.031808 2559:0.018435 2594:0.016674 2622:0.019173 2637:0.021238 2643:0.020392 2670:0.019164 2685:0.283218 2703:0.019994 2710:0.281859 2785:0.027547 2788:0.316857 2836:0.023065 2837:0.021120 2867:0.024443 2871:0.016996 2879:0.020030 2884:0.033459 2924:0.021706 3062:0.017867 3063:0.032338 3096:0.028088 3110:0.018564 3118:0.017437 3151:0.018122 3251:0.017678 3266:0.077122 3269:0.031865 3270:0.018217 3282:0.021181 3321:0.193170 3327:0.882264
26:0.012177 49:0.015011 57:0.013610 65:0.020535 97:0.012524 142:0.012891 155:0.011169 193:0.012397 269:0.013678 284:0.048254 290:0.060567 341:0.012940 344:0.039125 365:0.015723 456:0.033030 483:0.041655 485:0.015637 491:0.151518 492:0.011409 493:0.016968 494:0.019926 539:0.020670 622:0.012766 680:0.013997 782:0.013999 826:0.011576 896:0.067373 913:0.016781 970:0.013608 1023:0.018136 1130:0.022716 1205:0.036952 1228:0.021166 1236:0.012637 1261:0.012186 1269:0.011621 1334:0.019793 1370:0.042753 1487:0.027871 1503:0.011471 1627:0.170546 1746:0.031388 1758:0.013800 1761:0.015198 1781:0.034951 1830:0.023601 1836:0.014307 1841:0.013496 1842:0.016185 1905:0.048337 1911:0.014663 1945:0.016214 1971:0.015302 1972:0.016403 1974:0.021106 1976:0.698900 1982:0.018258 2099:0.019996 2165:0.012197 2174:0.014312 2215:0.017921 2226:0.039425 2227:0.048442 2239:0.025873 2294:0.024384 2296:0.031766 2313:0.013888 2315:0.014003 2470:0.021324 2486:0.013515 2488:0.018435 2529:0.014065 2628:0.012790 2654:0.081838 2658:0.013228 2685:0.189178 2702:0.021229 2710:0.022900 2716:0.012561 2972:0.011432 2978:0.019712 2979:0.036446 2981:0.017191 3009:0.018791 3010:0.019735 3099:0.013112 3117:0.015589 3118:0.014360 3123:0.011579 3128:0.019076 3138:0.013036 3165:0.013346 3321:0.242433 3327:0.716258 3358:0.026471 3361:0.012484 3371:0.022815 3372:0.019053 3373:0.093063 3374:0.011642
19:0.011364 49:0.015562 54:0.012270 65:0.012306 242:0.011553 269:0.013199 284:0.046906 290:0.032679 291:0.016499 309:0.040504 362:0.015961 411:0.011569 566:0.013562 617:0.015390 642:0.048824 643:0.022942 745:0.011867 825:0.018436 826:0.012358 853:0.012347 896:0.160918 967:0.026550 994:0.015740 1023:0.016601 1126:0.012271 1130:0.014530 1188:0.012270 1194:0.020164 1205:0.011821 1261:0.011803 1281:0.014097 1288:0.013695 1366:0.011324 1437:0.011723 1445:0.013489 1627:0.341034 1636:0.012762 1697:0.013994 1725:0.012057 1746:0.024724 1758:0.025638 1773:0.018078 1781:0.055036 1810:0.015033 1838:0.019289 1841:0.583667 1842:0.324949 1843:0.017745 1884:0.014895 1888:0.019152 1889:0.021127 1893:0.016581 1967:0.028166 2051:0.024456 2052:0.017273 2053:0.020068 2054:0.032346 2080:0.012309 2142:0.025587 2151:0.017645 2152:0.013871 2281:0.023235 2315:0.018516 2384:0.012915 2447:0.014444 2584:0.030935 2637:0.015242 2649:0.015484 2654:0.011877 2657:0.011856 2671:0.012041 2672:0.013339 2685:0.121493 2710:0.258627 2714:0.029322 2716:0.020304 2769:0.016753 2785:0.015063 2946:0.011997 2951:0.018174 2993:0.011334 3091:0.012074 3099:0.014423 3118:0.013131 3119:0.011475 3123:0.025928 3124:0.013086 3128:0.013215 3151:0.019052 3286:0.072921 3287:0.015912 3295:0.077546 3310:0.012168 3321:0.528807 3327:0.826035 3333:0.016088 3340:0.018274 3354:0.018262 3373:0.027634 3396:0.014371
36:0.016875 68:0.054343 78:0.020958 122:0.017686 145:0.017978 268:0.014024 291:0.041349 303:0.022399 305:0.020708 319:0.019407 325:0.019166 334:0.015603 336:0.037705 340:0.016076 377:0.027707 381:0.041804 382:0.017024 452:0.022423 453:0.022652 463:0.015497 472:0.031705 486:0.014856 517:0.065143 537:0.086859 549:0.014860 601:0.199249 602:0.103494 629:0.017324 663:0.028407 664:0.016129 745:0.051268 751:0.041646 769:0.016383 789:0.017394 794:0.018806 896:0.026126 927:0.014366 968:0.018520 969:0.022125 1033:0.015496 1084:0.020141 1129:0.015723 1194:0.021718 1199:0.014412 1259:0.027452 1417:0.020619 1477:0.015106 1478:0.014087 1532:0.016235 1560:0.299075 1575:0.014967 1577:0.014126 1652:0.018419 1694:0.016806 1759:0.015663 1786:0.023014 1787:0.162385 1802:0.024706 1816:0.022843 1824:0.025639 1886:0.015516 1959:0.015455 2046:0.030961 2152:0.021040 2158:0.713463 2257:0.016870 2260:0.218944 2261:0.076721 2262:0.027965 2292:0.018080 2419:0.021014 2449:0.673079 2450:0.022581 2592:0.258037 2593:0.040137 2633:0.026626 2683:0.027448 2685:0.283200 2749:0.018556 2876:0.028322 2892:0.050244 2941:0.016436 2960:0.064640 3054:0.018209 3060:0.081196 3065:0.643359 3068:0.279032 3069:0.020179 3070:0.036737 3071:0.134714 3141:0.014805 3189:0.014605 3278:0.032854 3279:0.059426 3317:0.025380 3318:0.050241 3321:0.294375 3327:0.911766 3352:0.312771 3386:0.015218
7:0.017731 19:0.018884 23:0.014555 30:0.020947 49:0.020231 65:0.015600 72:0.018029 97:0.014688 107:0.019120 118:0.014750 162:0.016786 187:0.014953 228:0.015636 241:0.068220 269:0.017918 290:0.045914 291:0.015073 362:0.017228 404:0.017473 591:0.016762 650:0.024251 672:0.017261 745:0.016880 782:0.021359 896:0.754383 899:0.014757 944:0.019673 953:0.014495 969:0.036728 970:0.045426 1023:0.025586 1130:0.017725 1194:0.055664 1205:0.114939 1236:0.017121 1243:0.020070 1245:0.015432 1261:0.024498 1294:0.031233 1379:0.016561 1388:0.018238 1474:0.025400 1503:0.017572 1627:0.335185 1632:0.015485 1666:0.030002 1694:0.034856 1697:0.028116 1725:0.020326 1726:0.020253 1727:0.015486 1742:0.019343 1746:0.016069 1754:0.016397 1758:0.017899 1781:0.110628 1884:0.017918 1905:0.022955 1911:0.015449 1926:0.017397 1949:0.032926 1952:0.017783 2045:0.015473 2105:0.029044 2126:0.025053 2151:0.025806 2152:0.015190 2153:0.015060 2227:0.025413 2272:0.016460 2315:0.025958 2384:0.018978 2460:0.014832 2660:0.020745 2685:0.597469 2696:0.183644 2710:0.201016 2716:0.015602 2761:0.016817 2849:0.094549 2850:0.037318 2898:0.048041 2909:0.087066 2910:0.017181 2951:0.016218 2982:0.016779 3073:0.019335 3091:0.042313 3101:0.014717 3118:0.016146 3123:0.021275 3218:0.016036 3321:0.459377 3327:0.861515 3333:0.027507 3340:0.033664 3342:0.017728 3361:0.101420 3362:0.021132 3373:0.053241
25:0.023457 30:0.023188 97:0.015575 108:0.020702 148:0.085692 149:0.023955 254:0.040944 290:0.022720 384:0.015799 495:0.023518 522:0.015422 663:0.026380 682:0.013560 683:0.020035 738:0.026138 739:0.022516 740:0.026812 957:0.018826 986:0.030712 1002:0.029530 1011:0.059185 1047:0.014469 1058:0.015137 1086:0.017201 1102:0.014844 1187:0.014852 1194:0.060585 1310:0.015632 1418:0.024438 1435:0.020761 1522:0.020612 1562:0.031518 1583:0.015821 1591:0.013276 1652:0.014951 1664:0.035438 1716:0.014257 1742:0.019080 1762:0.019057 1781:0.023150 1802:0.016579 1827:0.013386 1871:0.017215 1955:0.018940 1964:0.640653 1980:0.017481 2034:0.099987 2083:0.029311 2133:0.034441 2240:0.016038 2260:0.113839 2261:0.029038 2337:0.016425 2342:0.015727 2573:0.021704 2592:0.023370 2593:0.016449 2678:0.017065 2685:0.226213 2701:0.022572 2761:0.015338 2770:0.015390 2799:0.014153 2801:0.020870 2818:0.018194 2843:0.235995 2858:0.031246 2911:0.017938 2918:0.017847 2956:0.041463 3013:0.014793 3034:0.112588 3054:0.036925 3060:0.027415 3077:0.014950 3134:0.025378 3135:0.013916 3136:0.016207 3175:0.029052 3196:0.051397 3216:0.108878 3223:0.015619 3227:0.016394 3248:0.015239 3262:0.022285 3263:0.027138 3268:0.020057 3281:0.019359 3297:0.028096 3301:0.018702 3321:0.160639 3327:0.595934 3347:0.023867 3349:0.023629 3350:0.168136 3369:0.016408 3379:0.042395 3380:0.093552 3385:0.016895 3394:0.014446
10:0.020988 67:0.029442 235:0.012769 262:0.029138 269:0.016184 290:0.127040 336:0.036197 453:0.016329 474:0.053576 476:0.052855 540:0.012875 555:0.012825 573:0.012781 576:0.015030 590:0.017842 621:0.013485 636:0.016209 743:0.013186 755:0.014062 826:0.016761 832:0.017659 896:0.085149 969:0.027197 994:0.146180 1011:0.039190 1026:0.030737 1074:0.015965 1107:0.015303 1152:0.014176 1194:0.034828 1294:0.013750 1374:0.014284 1375:0.016860 1437:0.124807 1461:0.998655 1464:0.040749 1465:0.227774 1466:0.033167 1467:0.999148 1469:0.799376 1477:0.013733 1493:0.016134 1509:0.019492 1523:0.015685 1547:0.015360 1637:0.015236 1702:0.013442 1742:0.017225 1746:0.015357 1778:0.045914 1781:0.024098 1787:0.034388 1810:0.014773 1849:0.016131 1858:0.013976 1863:0.016780 2090:0.037139 2118:0.024858 2157:0.031058 2190:0.020983 2195:0.035094 2198:0.013466 2278:0.036809 2300:0.022010 2327:0.044291 2471:0.019851 2491:0.018846 2492:0.016770 2573:0.077500 2596:0.012804 2615:0.024902 2616:0.017116 2676:0.014850 2677:0.015815 2685:0.143131 2714:0.015135 2719:0.026810 2816:0.080238 2984:0.022569 3073:0.027746 3090:0.015490 3113:0.014337 3114:0.015083 3128:0.013838 3191:0.014178 3230:0.014332 3242:0.016101 3246:0.016287 3253:0.150434 3254:0.018270 3255:0.045522 3256:0.279691 3264:0.024524 3298:0.034073 3319:0.038688 3321:0.652146 3327:0.719212 3368:0.018302 3382:0.020057 3388:0.018435
40:0.037842 49:0.020716 57:0.016765 107:0.021455 149:0.019972 241:0.016988 242:0.021588 268:0.020095 290:0.142274 305:0.031610 325:0.016911 334:0.025581 551:0.016827 696:0.020952 704:0.022135 719:0.018029 745:0.023218 769:0.557332 776:0.024676 777:0.229176 780:0.254353 782:0.018229 787:0.022330 789:0.034715 794:0.016966 826:0.046369 879:0.017152 896:0.074987 914:0.017582 969:0.029694 970:0.047954 994:0.175189 1023:0.021831 1055:0.024427 1186:0.017698 1194:0.040387 1205:0.017174 1437:0.039955 1467:0.043619 1477:0.235832 1563:0.018443 1574:0.615797 1575:0.413719 1576:0.110786 1577:0.606745 1578:0.080014 1584:0.068025 1589:0.021463 1616:0.020547 1627:0.095485 1637:0.018474 1658:0.045284 1660:0.018843 1666:0.025178 1695:0.020669 1752:0.018825 1773:0.029361 1781:0.187501 1787:0.142298 1801:0.016998 1810:0.028826 1875:0.020326 1949:0.047117 2152:0.019312 2153:0.026477 2158:0.017690 2292:0.023271 2315:0.023296 2327:0.017324 2449:0.017679 2573:0.046919 2584:0.020345 2637:0.022838 2649:0.017769 2664:0.025241 2685:0.211707 2710:0.053663 2714:0.032180 2716:0.017968 2761:0.018400 2785:0.016660 2898:0.084511 2911:0.043465 3035:0.024148 3060:0.127239 3065:0.245643 3077:0.018399 3078:0.019621 3083:0.017873 3099:0.020675 3118:0.034645 3128:0.019962 3141:0.032511 3184:0.045296 3193:0.023503 3235:0.028256 3278:0.022562 3321:0.527193 3327:0.943027 3333:0.036266
22:0.012401 30:0.019423 58:0.011189 59:0.011251 106:0.013055 124:0.021217 129:0.014817 168:0.013925 169:0.012342 205:0.026154 241:0.010506 306:0.015177 374:0.014230 378:0.017207 379:0.040802 426:0.013301 463:0.010860 473:0.014064 481:0.015630 490:0.016309 537:0.253041 577:0.012080 741:0.013957 742:0.014854 749:0.024051 785:0.053901 840:0.014293 863:0.011787 903:0.063466 969:0.025725 988:0.016607 1023:0.011463 1103:0.010696 1111:0.017407 1138:0.013882 1140:0.011149 1141:0.219784 1145:0.056762 1194:0.012204 1211:0.015211 1212:0.011655 1265:0.017558 1344:0.166556 1345:0.014795 1346:0.029332 1351:0.010704 1443:0.012303 1518:0.010940 1534:0.011975 1559:0.011395 1627:0.020858 1633:0.017314 1729:0.012772 1736:0.011915 1739:0.015167 1742:0.013684 1786:0.012602 1797:0.018881 1798:0.021123 1799:0.033673 1800:0.019911 1984:0.018212 2005:0.012799 2046:0.033514 2048:0.013429 2082:0.019461 2126:0.071907 2168:0.162934 2177:0.011802 2348:0.013365 2543:0.017505 2563:0.016220 2635:0.013971 2641:0.014779 2654:0.027045 2663:0.146255 2665:0.013299 2685:0.090128 2710:0.087775 2716:0.011241 2735:0.019865 2898:0.013416 2909:0.013171 2975:0.020693 2976:0.030432 2996:0.016332 3049:0.011350 3050:0.010714 3073:0.012137 3078:0.012056 3079:0.012389 3155:0.042722 3168:0.031856 3207:0.021449 3217:0.011707 3239:0.032310 3294:0.011450 3321:0.261153 3327:0.480856 3361:0.013697
30:0.017678 49:0.016452 65:0.026725 96:0.014411 97:0.013755 116:0.015271 118:0.044748 211:0.016492 241:0.018181 268:0.013334 290:0.025250 327:0.014244 341:0.021782 344:0.017164 438:0.045679 463:0.017169 483:0.019854 491:0.064133 492:0.013684 785:0.047434 861:0.015174 913:0.014001 928:0.014061 969:0.036931 970:0.018493 972:0.016616 1023:0.013616 1130:0.017056 1151:0.014185 1162:0.034704 1179:0.014035 1194:0.019013 1243:0.019227 1269:0.053034 1337:0.013331 1339:0.039666 1357:0.085092 1402:0.014697 1416:0.015302 1450:0.013705 1487:0.013427 1525:0.017215 1627:0.103269 1666:0.016194 1669:0.013609 1694:0.014901 1697:0.016214 1742:0.020238 1770:0.017184 1781:0.022816 1786:0.103599 1821:0.013274 1855:0.019741 1866:0.014519 1884:0.038056 1912:0.017116 1926:0.015813 1952:0.019695 1976:0.056268 2117:0.085359 2152:0.017596 2225:0.017025 2417:0.197306 2421:0.020276 2424:0.020285 2426:0.014904 2428:0.014850 2445:0.014083 2447:0.482947 2506:0.084514 2507:0.040143 2598:0.013249 2608:0.016084 2609:0.369337 2649:0.029568 2654:0.189478 2668:0.013547 2685:0.202450 2696:0.265828 2710:0.346283 2716:0.016159 2785:0.018038 2788:0.117834 2821:0.016636 2898:0.017375 2910:0.027418 2949:0.016191 3073:0.014832 3078:0.013846 3102:0.016865 3118:0.018877 3123:0.015019 3128:0.022009 3225:0.017903 3240:0.015719 3321:0.117077 3327:0.907185 3361:0.013493 3371:0.014083 3373:0.021791
